Data/hora da geração:,2021-02-25,10:24:15
Codigo Ativo,Tipo Provento,Data de Anuncio,Data de Pagamento,Valor
BLMG11,Rendimento,05/02/2021,12/02/2021,"0,73"
NEWL11,Rendimento,28/02/2020,13/03/2020,"0,7"
NEWL11,Rendimento,31/03/2020,15/04/2020,"0,7"
NEWL11,Rendimento,30/06/2020,14/07/2020,"0,3"
NEWL11,Rendimento,31/07/2020,14/08/2020,"0,7"
NEWL11,Rendimento,31/08/2020,15/09/2020,"0,7"
NEWL11,Rendimento,30/09/2020,15/10/2020,"0,7"
NEWL11,Rendimento,30/10/2020,16/11/2020,"0,9"
NEWL11,Rendimento,30/11/2020,14/12/2020,"0,9"
NEWL11,Rendimento,30/12/2020,15/01/2021,"0,9"
NEWL11,Rendimento,29/01/2021,12/02/2021,"0,9"
RBED11,Rendimento,28/02/2020,13/03/2020,"1,0"
RBED11,Rendimento,31/03/2020,15/04/2020,"1,0"
RBED11,Rendimento,30/04/2020,15/05/2020,"1,0"
RBED11,Rendimento,29/05/2020,15/06/2020,"1,0"
RBED11,Rendimento,30/06/2020,15/07/2020,"1,0"
RBED11,Rendimento,31/07/2020,14/08/2020,"1,0"
RBED11,Rendimento,31/08/2020,15/09/2020,"1,0"
RBED11,Rendimento,30/09/2020,15/10/2020,"1,0"
RBED11,Rendimento,30/10/2020,13/11/2020,"1,01"
RBED11,Rendimento,30/11/2020,14/12/2020,"1,01"
RBED11,Rendimento,30/12/2020,15/01/2021,"1,01"
RBED11,Rendimento,29/01/2021,12/02/2021,"1,01"
NEWU11,Rendimento,18/06/2020,24/06/2020,"20,22"
NEWU11,Rendimento,11/08/2020,18/08/2020,"0,11"
RBVA11,Rendimento,28/02/2020,13/03/2020,"0,9"
RBVA11,Rendimento,31/03/2020,15/04/2020,"0,8"
RBVA11,Rendimento,30/04/2020,15/05/2020,"0,85"
RBVA11,Rendimento,29/05/2020,15/06/2020,"0,85"
RBVA11,Rendimento,30/06/2020,15/07/2020,"0,85"
RBVA11,Rendimento,31/07/2020,14/08/2020,"0,85"
RBVA11,Rendimento,31/08/2020,15/09/2020,"0,85"
RBVA11,Rendimento,30/09/2020,15/10/2020,"0,85"
RBVA11,Rendimento,30/10/2020,13/11/2020,"0,85"
RBVA11,Rendimento,30/11/2020,15/12/2020,"0,95"
RBVA11,Rendimento,30/12/2020,15/01/2021,"0,95"
RBVA11,Rendimento,29/01/2021,12/02/2021,"0,95"
NVIF11,Rendimento,28/02/2020,13/03/2020,"0,89"
NVIF11,Rendimento,31/03/2020,15/04/2020,"0,89"
NVIF11,Rendimento,30/04/2020,15/05/2020,"0,89"
NVIF11,Rendimento,29/05/2020,15/06/2020,"0,89"
NVIF11,Rendimento,30/06/2020,14/07/2020,"0,89"
NVIF11,Rendimento,31/07/2020,14/08/2020,"0,89"
NVIF11,Rendimento,31/08/2020,15/09/2020,"0,3"
NVIF11,Rendimento,30/09/2020,15/10/2020,"0,89"
NVIF11,Rendimento,30/10/2020,16/11/2020,"0,3"
NVIF11,Rendimento,30/11/2020,14/12/2020,"0,15"
NVIF11,Rendimento,30/12/2020,15/01/2021,"0,15"
NVIF11,Rendimento,29/01/2021,12/02/2021,"0,3"
BCIA11,Rendimento,31/01/2020,28/02/2020,"1,2"
BCIA11,Rendimento,28/02/2020,27/03/2020,"1,0"
BCIA11,Rendimento,31/03/2020,30/04/2020,"0,75"
BCIA11,Rendimento,30/04/2020,29/05/2020,"0,75"
BCIA11,Rendimento,29/05/2020,29/06/2020,"0,75"
BCIA11,Rendimento,30/06/2020,28/07/2020,"0,75"
BCIA11,Rendimento,31/07/2020,28/08/2020,"0,75"
BCIA11,Rendimento,31/08/2020,29/09/2020,"0,75"
BCIA11,Rendimento,30/09/2020,29/10/2020,"0,6"
BCIA11,Rendimento,30/10/2020,30/11/2020,"0,6"
BCIA11,Rendimento,30/11/2020,29/12/2020,"0,6"
BCIA11,Rendimento,30/12/2020,29/01/2021,"0,72"
RNGO11,Rendimento,28/02/2020,13/03/2020,"0,47"
RNGO11,Rendimento,31/03/2020,15/04/2020,"0,42"
RNGO11,Rendimento,30/04/2020,15/05/2020,"0,42"
RNGO11,Rendimento,29/05/2020,15/06/2020,"0,42"
RNGO11,Rendimento,30/06/2020,15/07/2020,"0,52"
RNGO11,Rendimento,31/07/2020,14/08/2020,"0,42"
RNGO11,Rendimento,31/08/2020,15/09/2020,"0,42"
RNGO11,Rendimento,30/09/2020,15/10/2020,"0,42"
RNGO11,Rendimento,30/10/2020,16/11/2020,"0,42"
RNGO11,Rendimento,30/11/2020,14/12/2020,"0,42"
RNGO11,Rendimento,30/12/2020,15/01/2021,"0,56"
RNGO11,Rendimento,29/01/2021,12/02/2021,"0,39"
FTCE11,Rendimento,14/12/2020,21/12/2020,"29,39"
BREV11,Rendimento,05/03/2020,13/03/2020,"0,48"
BREV11,Rendimento,06/04/2020,15/04/2020,"0,43"
BREV11,Rendimento,07/05/2020,15/05/2020,"0,33"
BREV11,Rendimento,04/06/2020,15/06/2020,"0,36"
BREV11,Rendimento,06/07/2020,15/07/2020,"0,29"
BREV11,Rendimento,06/08/2020,14/08/2020,"0,24"
BREV11,Rendimento,04/09/2020,15/09/2020,"0,31"
BREV11,Rendimento,06/10/2020,15/10/2020,"0,37"
BREV11,Rendimento,06/11/2020,16/11/2020,"0,37"
BREV11,Rendimento,04/12/2020,14/12/2020,"0,45"
BREV11,Rendimento,07/01/2021,15/01/2021,"0,48"
BREV11,Rendimento,04/02/2021,12/02/2021,"0,29"
SFND11,Rendimento,05/03/2020,13/03/2020,"0,67"
SFND11,Rendimento,07/04/2020,15/04/2020,"0,76"
SFND11,Rendimento,07/05/2020,15/05/2020,"0,76"
SFND11,Rendimento,04/06/2020,15/06/2020,"0,8"
SFND11,Rendimento,06/07/2020,15/07/2020,"0,7"
SFND11,Rendimento,06/08/2020,14/08/2020,"0,7"
SFND11,Rendimento,04/09/2020,15/09/2020,"0,7"
SFND11,Rendimento,06/10/2020,15/10/2020,"79,19"
SFND11,Rendimento,07/12/2020,15/12/2020,"5,51"
OUJP11,Rendimento,28/02/2020,13/03/2020,"0,84"
OUJP11,Rendimento,31/03/2020,15/04/2020,"0,6"
OUJP11,Rendimento,30/04/2020,15/05/2020,"0,63"
OUJP11,Rendimento,29/05/2020,15/06/2020,"0,63"
OUJP11,Rendimento,30/06/2020,14/07/2020,"0,63"
OUJP11,Rendimento,31/07/2020,14/08/2020,"0,5"
OUJP11,Rendimento,31/08/2020,15/09/2020,"0,46"
OUJP11,Rendimento,30/09/2020,15/10/2020,"0,44"
OUJP11,Rendimento,30/10/2020,16/11/2020,"0,6"
OUJP11,Rendimento,30/11/2020,14/12/2020,"0,67"
OUJP11,Rendimento,30/12/2020,15/01/2021,"1,16"
OUJP11,Rendimento,29/01/2021,12/02/2021,"0,7"
FISC11,Rendimento,27/01/2021,04/02/2021,"0,32"
CARE11,Rendimento,06/07/2020,14/07/2020,"0,01"
CARE11,Rendimento,06/08/2020,14/08/2020,"0,0"
CARE11,Rendimento,06/10/2020,14/10/2020,"0,0"
SCPF11,Rendimento,05/03/2020,13/03/2020,"0,05"
SCPF11,Rendimento,06/04/2020,15/04/2020,"0,04"
SCPF11,Rendimento,07/05/2020,15/05/2020,"0,02"
SCPF11,Rendimento,06/10/2020,15/10/2020,"0,01"
SCPF11,Rendimento,06/11/2020,16/11/2020,"0,02"
SCPF11,Rendimento,04/12/2020,14/12/2020,"0,03"
SCPF11,Rendimento,07/01/2021,15/01/2021,"0,04"
SCPF11,Rendimento,04/02/2021,12/02/2021,"0,05"
BRCO11,Rendimento,28/02/2020,06/03/2020,"0,55"
BRCO11,Rendimento,31/03/2020,07/04/2020,"0,55"
BRCO11,Rendimento,30/04/2020,08/05/2020,"0,57"
BRCO11,Rendimento,29/05/2020,05/06/2020,"0,56"
BRCO11,Rendimento,30/06/2020,07/07/2020,"0,56"
BRCO11,Rendimento,31/07/2020,07/08/2020,"0,55"
BRCO11,Rendimento,31/08/2020,08/09/2020,"0,55"
BRCO11,Rendimento,30/09/2020,07/10/2020,"0,55"
BRCO11,Rendimento,30/10/2020,09/11/2020,"0,55"
BRCO11,Rendimento,30/11/2020,07/12/2020,"0,55"
BRCO11,Rendimento,30/12/2020,08/01/2021,"0,55"
BRCO11,Rendimento,29/01/2021,05/02/2021,"0,55"
SDIL11,Rendimento,28/02/2020,13/03/2020,"0,52"
SDIL11,Rendimento,31/03/2020,15/04/2020,"0,46"
SDIL11,Rendimento,30/04/2020,15/05/2020,"0,46"
SDIL11,Rendimento,29/05/2020,15/06/2020,"0,44"
SDIL11,Rendimento,30/06/2020,15/07/2020,"0,44"
SDIL11,Rendimento,31/07/2020,14/08/2020,"0,5"
SDIL11,Rendimento,31/08/2020,15/09/2020,"0,55"
SDIL11,Rendimento,30/09/2020,15/10/2020,"0,55"
SDIL11,Rendimento,30/10/2020,13/11/2020,"0,59"
SDIL11,Rendimento,30/11/2020,15/12/2020,"0,6"
SDIL11,Rendimento,30/12/2020,15/01/2021,"0,6"
SDIL11,Rendimento,29/01/2021,12/02/2021,"0,6"
SHPH11,Rendimento,28/02/2020,13/03/2020,"3,6"
SHPH11,Rendimento,30/06/2020,15/07/2020,"2,55"
SHPH11,Rendimento,31/07/2020,14/08/2020,"2,0"
SHPH11,Rendimento,31/08/2020,15/09/2020,"1,85"
SHPH11,Rendimento,30/09/2020,15/10/2020,"1,08"
SHPH11,Rendimento,30/10/2020,13/11/2020,"2,44"
SHPH11,Rendimento,30/11/2020,15/12/2020,"3,3"
SHPH11,Rendimento,30/12/2020,15/01/2021,"4,74"
SHPH11,Rendimento,29/01/2021,12/02/2021,"4,32"
TGAR11,Rendimento,28/02/2020,09/03/2020,"0,7"
TGAR11,Rendimento,31/03/2020,08/04/2020,"0,82"
TGAR11,Rendimento,30/04/2020,11/05/2020,"0,8"
TGAR11,Rendimento,29/05/2020,08/06/2020,"1,25"
TGAR11,Rendimento,30/06/2020,08/07/2020,"1,23"
TGAR11,Rendimento,31/07/2020,10/08/2020,"1,14"
TGAR11,Rendimento,31/08/2020,08/09/2020,"1,09"
TGAR11,Rendimento,30/09/2020,08/10/2020,"1,0"
TGAR11,Rendimento,30/10/2020,10/11/2020,"1,1"
TGAR11,Rendimento,30/11/2020,08/12/2020,"1,12"
TGAR11,Rendimento,30/12/2020,11/01/2021,"1,36"
TGAR11,Rendimento,29/01/2021,08/02/2021,"1,2"
BRIM11,Rendimento,22/12/2020,30/12/2020,"68,47"
PQAG11,Rendimento,31/07/2020,14/08/2020,"3,53"
PQAG11,Rendimento,31/08/2020,15/09/2020,"3,46"
PQAG11,Rendimento,30/09/2020,15/10/2020,"3,53"
PQAG11,Rendimento,30/10/2020,16/11/2020,"3,5"
PQAG11,Rendimento,30/11/2020,14/12/2020,"0,35"
PQAG11,Rendimento,30/12/2020,15/01/2021,"0,35"
PQAG11,Rendimento,29/01/2021,12/02/2021,"0,35"
ONEF11,Rendimento,05/03/2020,13/03/2020,"0,62"
ONEF11,Rendimento,07/04/2020,15/04/2020,"0,62"
ONEF11,Rendimento,07/05/2020,15/05/2020,"0,62"
ONEF11,Rendimento,04/06/2020,15/06/2020,"0,62"
ONEF11,Rendimento,06/07/2020,15/07/2020,"0,62"
ONEF11,Rendimento,06/08/2020,14/08/2020,"0,63"
ONEF11,Rendimento,04/09/2020,15/09/2020,"0,63"
ONEF11,Rendimento,06/10/2020,15/10/2020,"0,63"
ONEF11,Rendimento,05/11/2020,13/11/2020,"0,64"
ONEF11,Rendimento,07/12/2020,15/12/2020,"0,64"
ONEF11,Rendimento,07/01/2021,15/01/2021,"0,64"
ONEF11,Rendimento,04/02/2021,12/02/2021,"0,64"
PATC11,Rendimento,28/02/2020,09/03/2020,"0,3"
PATC11,Rendimento,31/03/2020,08/04/2020,"0,3"
PATC11,Rendimento,30/04/2020,11/05/2020,"0,3"
PATC11,Rendimento,29/05/2020,08/06/2020,"0,22"
PATC11,Rendimento,30/06/2020,08/07/2020,"0,27"
PATC11,Rendimento,31/07/2020,10/08/2020,"0,27"
PATC11,Rendimento,31/08/2020,08/09/2020,"0,29"
PATC11,Rendimento,30/09/2020,08/10/2020,"0,29"
PATC11,Rendimento,30/10/2020,10/11/2020,"0,3"
PATC11,Rendimento,30/11/2020,08/12/2020,"0,3"
PATC11,Rendimento,30/12/2020,11/01/2021,"0,31"
PATC11,Rendimento,29/01/2021,08/02/2021,"0,3"
BTLG11,Rendimento,13/03/2020,25/03/2020,"0,6"
BTLG11,Rendimento,15/04/2020,24/04/2020,"0,5"
BTLG11,Rendimento,15/05/2020,25/05/2020,"0,5"
BTLG11,Rendimento,15/06/2020,25/06/2020,"0,5"
BTLG11,Rendimento,15/07/2020,24/07/2020,"0,5"
BTLG11,Rendimento,14/08/2020,25/08/2020,"0,5"
BTLG11,Rendimento,15/09/2020,25/09/2020,"0,33"
BTLG11,Rendimento,15/10/2020,23/10/2020,"0,6"
BTLG11,Rendimento,13/11/2020,25/11/2020,"0,6"
BTLG11,Rendimento,04/12/2020,11/12/2020,"0,6"
BTLG11,Rendimento,15/01/2021,22/01/2021,"0,6"
BTLG11,Rendimento,12/02/2021,25/02/2021,"0,6"
PATL11,Rendimento,31/08/2020,09/09/2020,"0,08"
PATL11,Rendimento,30/09/2020,08/10/2020,"0,49"
PATL11,Rendimento,30/10/2020,10/11/2020,"0,52"
PATL11,Rendimento,30/11/2020,08/12/2020,"0,53"
PATL11,Rendimento,30/12/2020,11/01/2021,"0,54"
PATL11,Rendimento,29/01/2021,08/02/2021,"0,55"
TOUR11,Rendimento,02/03/2020,13/03/2020,"0,13"
TOUR11,Rendimento,02/03/2020,13/03/2020,"1,23"
TOUR11,Rendimento,30/06/2020,15/07/2020,"0,69"
TOUR11,Rendimento,31/07/2020,14/08/2020,"2,33"
TOUR11,Rendimento,30/12/2020,15/01/2021,"2,75"
TOUR11,Rendimento,29/01/2021,12/02/2021,"2,59"
PRSN11,Rendimento,07/07/2020,15/07/2020,"0,03"
PRSN11,Rendimento,08/01/2021,15/01/2021,"0,02"
PRSN11,Rendimento,08/01/2021,15/01/2021,"0,02"
VERE11,Rendimento,28/02/2020,10/03/2020,"1,7"
VERE11,Rendimento,31/03/2020,09/04/2020,"1,45"
VERE11,Rendimento,30/04/2020,08/05/2020,"1,19"
VERE11,Rendimento,29/05/2020,10/06/2020,"1,19"
VERE11,Rendimento,30/06/2020,10/07/2020,"1,19"
VERE11,Rendimento,31/07/2020,10/08/2020,"1,19"
VERE11,Rendimento,31/08/2020,10/09/2020,"1,19"
VERE11,Rendimento,30/09/2020,09/10/2020,"1,19"
VERE11,Rendimento,30/10/2020,10/11/2020,"1,7"
VERE11,Rendimento,30/11/2020,10/12/2020,"1,7"
VERE11,Rendimento,30/12/2020,08/01/2021,"1,7"
VERE11,Rendimento,29/01/2021,05/02/2021,"1,7"
CRFF11,Rendimento,02/03/2020,11/03/2020,"0,7"
CRFF11,Rendimento,01/04/2020,13/04/2020,"0,3"
CRFF11,Rendimento,04/05/2020,13/05/2020,"0,3"
CRFF11,Rendimento,01/06/2020,10/06/2020,"0,4"
CRFF11,Rendimento,01/07/2020,10/07/2020,"0,51"
CRFF11,Rendimento,03/08/2020,12/08/2020,"0,42"
CRFF11,Rendimento,01/09/2020,11/09/2020,"0,42"
CRFF11,Rendimento,01/10/2020,13/10/2020,"0,42"
CRFF11,Rendimento,03/11/2020,12/11/2020,"0,42"
CRFF11,Rendimento,01/12/2020,10/12/2020,"0,42"
CRFF11,Rendimento,04/01/2021,13/01/2021,"0,42"
CRFF11,Rendimento,01/02/2021,10/02/2021,"0,45"
FVPQ11,Rendimento,28/02/2020,09/03/2020,"0,87"
FVPQ11,Rendimento,30/06/2020,08/07/2020,"0,77"
FVPQ11,Rendimento,31/07/2020,10/08/2020,"0,08"
FVPQ11,Rendimento,30/12/2020,11/01/2021,"0,46"
FVPQ11,Rendimento,29/01/2021,08/02/2021,"0,53"
CXRI11,Rendimento,02/03/2020,11/03/2020,"8,5"
CXRI11,Rendimento,01/04/2020,13/04/2020,"8,5"
CXRI11,Rendimento,04/05/2020,13/05/2020,"8,5"
CXRI11,Rendimento,01/06/2020,10/06/2020,"10,0"
CXRI11,Rendimento,01/07/2020,10/07/2020,"22,14"
CXRI11,Rendimento,03/08/2020,12/08/2020,"7,0"
CXRI11,Rendimento,01/09/2020,11/09/2020,"7,0"
CXRI11,Rendimento,01/10/2020,13/10/2020,"0,7"
CXRI11,Rendimento,03/11/2020,12/11/2020,"0,7"
CXRI11,Rendimento,01/12/2020,10/12/2020,"0,7"
CXRI11,Rendimento,04/01/2021,13/01/2021,"0,7"
CXRI11,Rendimento,01/02/2021,10/02/2021,"0,6"
PLRI11,Rendimento,28/02/2020,06/03/2020,"1,05"
PLRI11,Rendimento,28/02/2020,06/03/2020,"0,11"
PLRI11,Rendimento,31/03/2020,07/04/2020,"0,17"
PLRI11,Rendimento,31/03/2020,07/04/2020,"0,57"
PLRI11,Rendimento,30/04/2020,08/05/2020,"0,29"
PLRI11,Rendimento,30/04/2020,08/05/2020,"0,91"
PLRI11,Rendimento,29/05/2020,05/06/2020,"0,63"
PLRI11,Rendimento,29/05/2020,05/06/2020,"0,23"
PLRI11,Rendimento,30/06/2020,07/07/2020,"0,35"
PLRI11,Rendimento,30/06/2020,07/07/2020,"0,2"
PLRI11,Rendimento,31/07/2020,07/08/2020,"1,04"
PLRI11,Rendimento,31/07/2020,07/08/2020,"0,21"
PLRI11,Rendimento,31/08/2020,08/09/2020,"0,79"
PLRI11,Rendimento,31/08/2020,08/09/2020,"0,19"
PLRI11,Rendimento,30/09/2020,07/10/2020,"1,05"
PLRI11,Rendimento,30/09/2020,07/10/2020,"0,22"
PLRI11,Rendimento,30/10/2020,09/11/2020,"1,22"
PLRI11,Rendimento,30/10/2020,09/11/2020,"0,29"
PLRI11,Rendimento,30/11/2020,07/12/2020,"0,21"
PLRI11,Rendimento,30/11/2020,07/12/2020,"0,89"
PLRI11,Rendimento,30/12/2020,08/01/2021,"1,27"
PLRI11,Rendimento,30/12/2020,08/01/2021,"0,29"
PLRI11,Rendimento,29/01/2021,05/02/2021,"0,24"
PLRI11,Rendimento,29/01/2021,05/02/2021,"1,05"
CPFF11,Rendimento,06/03/2020,17/03/2020,"0,58"
CPFF11,Rendimento,08/04/2020,16/04/2020,"0,3"
CPFF11,Rendimento,08/05/2020,19/05/2020,"0,3"
CPFF11,Rendimento,09/06/2020,17/06/2020,"0,35"
CPFF11,Rendimento,08/07/2020,16/07/2020,"0,4"
CPFF11,Rendimento,10/08/2020,18/08/2020,"0,45"
CPFF11,Rendimento,09/09/2020,17/09/2020,"0,5"
CPFF11,Rendimento,08/10/2020,19/10/2020,"0,55"
CPFF11,Rendimento,10/11/2020,18/11/2020,"0,6"
CPFF11,Rendimento,08/12/2020,16/12/2020,"0,65"
CPFF11,Rendimento,11/01/2021,19/01/2021,"0,96"
CPFF11,Rendimento,08/02/2021,18/02/2021,"0,8"
PORD11,Rendimento,28/02/2020,06/03/2020,"0,61"
PORD11,Rendimento,31/03/2020,07/04/2020,"0,96"
PORD11,Rendimento,30/04/2020,08/05/2020,"0,44"
PORD11,Rendimento,29/05/2020,05/06/2020,"0,5"
PORD11,Rendimento,30/06/2020,07/07/2020,"1,0"
PORD11,Rendimento,31/07/2020,07/08/2020,"0,72"
PORD11,Rendimento,31/08/2020,08/09/2020,"0,66"
PORD11,Rendimento,30/09/2020,07/10/2020,"0,82"
PORD11,Rendimento,30/10/2020,09/11/2020,"0,8"
PORD11,Rendimento,30/11/2020,07/12/2020,"0,81"
PORD11,Rendimento,30/12/2020,08/01/2021,"1,03"
PORD11,Rendimento,29/01/2021,05/02/2021,"0,81"
VTLT11,Rendimento,28/02/2020,09/03/2020,"0,72"
VTLT11,Rendimento,31/03/2020,08/04/2020,"0,72"
VTLT11,Rendimento,30/04/2020,11/05/2020,"0,72"
VTLT11,Rendimento,29/05/2020,08/06/2020,"0,72"
VTLT11,Rendimento,31/07/2020,10/08/2020,"0,72"
VTLT11,Rendimento,31/08/2020,09/09/2020,"0,72"
VTLT11,Rendimento,30/09/2020,08/10/2020,"0,72"
VTLT11,Rendimento,30/10/2020,10/11/2020,"0,72"
VTLT11,Rendimento,30/11/2020,08/12/2020,"0,72"
VTLT11,Rendimento,30/12/2020,11/01/2021,"0,72"
VTLT11,Rendimento,29/01/2021,08/02/2021,"0,75"
CPTS11,Rendimento,13/03/2020,20/03/2020,"0,65"
CPTS11,Rendimento,15/04/2020,23/04/2020,"0,65"
CPTS11,Rendimento,15/05/2020,22/05/2020,"0,65"
CPTS11,Rendimento,15/06/2020,22/06/2020,"0,65"
CPTS11,Rendimento,14/07/2020,21/07/2020,"0,67"
CPTS11,Rendimento,12/08/2020,19/08/2020,"0,72"
CPTS11,Rendimento,11/09/2020,18/09/2020,"0,75"
CPTS11,Rendimento,13/10/2020,20/10/2020,"0,72"
CPTS11,Rendimento,10/11/2020,17/11/2020,"0,9"
CPTS11,Rendimento,10/12/2020,17/12/2020,"1,05"
CPTS11,Rendimento,13/01/2021,20/01/2021,"1,0"
CPTS11,Rendimento,10/02/2021,19/02/2021,"1,05"
PRSV11,Rendimento,11/03/2020,20/03/2020,"2,2"
PRSV11,Rendimento,13/04/2020,23/04/2020,"1,9"
PRSV11,Rendimento,13/05/2020,22/05/2020,"2,2"
PRSV11,Rendimento,10/06/2020,22/06/2020,"2,25"
PRSV11,Rendimento,31/07/2020,14/08/2020,"2,02"
PRSV11,Rendimento,31/08/2020,15/09/2020,"1,92"
PRSV11,Rendimento,30/09/2020,15/10/2020,"1,62"
PRSV11,Rendimento,29/10/2020,06/11/2020,"190,0"
PRSV11,Rendimento,29/10/2020,27/11/2020,"14,1"
VSEC11,Rendimento,30/04/2020,15/05/2020,"0,41"
VSEC11,Rendimento,29/05/2020,15/06/2020,"0,35"
VSEC11,Rendimento,30/06/2020,14/07/2020,"0,32"
VSEC11,Rendimento,31/07/2020,14/08/2020,"0,32"
VSEC11,Rendimento,31/08/2020,15/09/2020,"0,3"
VSEC11,Rendimento,30/09/2020,15/10/2020,"0,3"
VSEC11,Rendimento,30/10/2020,16/11/2020,"0,3"
VSEC11,Rendimento,30/11/2020,14/12/2020,"0,3"
VSEC11,Rendimento,30/12/2020,15/01/2021,"0,35"
VSEC11,Rendimento,29/01/2021,12/02/2021,"0,35"
CBOP11,Rendimento,28/02/2020,13/03/2020,"0,49"
CBOP11,Rendimento,31/03/2020,15/04/2020,"0,4"
CBOP11,Rendimento,30/04/2020,15/05/2020,"0,4"
CBOP11,Rendimento,29/05/2020,12/06/2020,"0,4"
CBOP11,Rendimento,30/06/2020,14/07/2020,"0,35"
CBOP11,Rendimento,31/07/2020,14/08/2020,"0,49"
CBOP11,Rendimento,31/08/2020,15/09/2020,"0,49"
CBOP11,Rendimento,30/09/2020,15/10/2020,"0,49"
CBOP11,Rendimento,30/10/2020,16/11/2020,"0,49"
CBOP11,Rendimento,30/11/2020,14/12/2020,"0,49"
CBOP11,Rendimento,30/12/2020,15/01/2021,"0,89"
CBOP11,Rendimento,29/01/2021,12/02/2021,"0,49"
PBLV11,Rendimento,23/07/2020,30/07/2020,"23,86"
PBLV11,Rendimento,21/01/2021,29/01/2021,"28,19"
VSHO11,Rendimento,28/02/2020,09/03/2020,"0,7"
VSHO11,Rendimento,30/10/2020,10/11/2020,"0,28"
VSHO11,Rendimento,30/11/2020,08/12/2020,"0,12"
VSHO11,Rendimento,30/12/2020,11/01/2021,"0,16"
VSHO11,Rendimento,29/01/2021,08/02/2021,"0,1"
QAGR11,Rendimento,06/03/2020,13/03/2020,"0,09"
QAGR11,Rendimento,07/04/2020,15/04/2020,"0,19"
QAGR11,Rendimento,08/05/2020,15/05/2020,"0,28"
QAGR11,Rendimento,05/06/2020,15/06/2020,"0,25"
QAGR11,Rendimento,07/07/2020,14/07/2020,"0,29"
QAGR11,Rendimento,07/08/2020,14/08/2020,"0,34"
QAGR11,Rendimento,08/09/2020,15/09/2020,"0,3"
QAGR11,Rendimento,07/10/2020,15/10/2020,"0,36"
QAGR11,Rendimento,09/11/2020,16/11/2020,"0,37"
QAGR11,Rendimento,07/12/2020,14/12/2020,"0,38"
QAGR11,Rendimento,08/01/2021,15/01/2021,"0,45"
QAGR11,Rendimento,05/02/2021,12/02/2021,"0,45"
QAGR11,Rendimento,10/02/2021,19/02/2021,"38,0"
IBFF11,Rendimento,10/03/2020,17/03/2020,"0,7"
IBFF11,Rendimento,09/04/2020,17/04/2020,"0,24"
IBFF11,Rendimento,12/05/2020,19/05/2020,"0,24"
IBFF11,Rendimento,09/06/2020,17/06/2020,"0,5"
IBFF11,Rendimento,09/07/2020,16/07/2020,"0,45"
IBFF11,Rendimento,11/08/2020,18/08/2020,"0,33"
IBFF11,Rendimento,10/09/2020,17/09/2020,"0,35"
IBFF11,Rendimento,09/10/2020,19/10/2020,"0,5"
IBFF11,Rendimento,11/11/2020,18/11/2020,"0,48"
IBFF11,Rendimento,09/12/2020,16/12/2020,"0,48"
IBFF11,Rendimento,12/01/2021,19/01/2021,"0,36"
IBFF11,Rendimento,09/02/2021,18/02/2021,"0,38"
PLCR11,Rendimento,28/02/2020,13/03/2020,"0,3"
PLCR11,Rendimento,31/03/2020,15/04/2020,"0,3"
PLCR11,Rendimento,30/04/2020,15/05/2020,"0,3"
PLCR11,Rendimento,29/05/2020,12/06/2020,"0,25"
PLCR11,Rendimento,30/06/2020,14/07/2020,"0,25"
PLCR11,Rendimento,31/07/2020,14/08/2020,"0,33"
PLCR11,Rendimento,31/08/2020,15/09/2020,"0,41"
PLCR11,Rendimento,30/09/2020,15/10/2020,"0,46"
PLCR11,Rendimento,30/10/2020,16/11/2020,"0,48"
PLCR11,Rendimento,30/11/2020,14/12/2020,"0,67"
PLCR11,Rendimento,30/12/2020,15/01/2021,"0,8"
PLCR11,Rendimento,29/01/2021,12/02/2021,"0,75"
HGFF11,Rendimento,28/02/2020,13/03/2020,"0,6"
HGFF11,Rendimento,31/03/2020,15/04/2020,"0,55"
HGFF11,Rendimento,30/04/2020,15/05/2020,"0,55"
HGFF11,Rendimento,29/05/2020,12/06/2020,"0,5"
HGFF11,Rendimento,30/06/2020,14/07/2020,"0,55"
HGFF11,Rendimento,31/07/2020,14/08/2020,"0,55"
HGFF11,Rendimento,31/08/2020,15/09/2020,"0,55"
HGFF11,Rendimento,30/09/2020,15/10/2020,"0,55"
HGFF11,Rendimento,30/10/2020,16/11/2020,"0,55"
HGFF11,Rendimento,30/11/2020,14/12/2020,"0,55"
HGFF11,Rendimento,30/12/2020,15/01/2021,"0,9"
HGFF11,Rendimento,29/01/2021,12/02/2021,"0,55"
QIFF11,Rendimento,29/01/2021,17/02/2021,"0,75"
HGLG11,Rendimento,28/02/2020,13/03/2020,"0,78"
HGLG11,Rendimento,31/03/2020,15/04/2020,"0,78"
HGLG11,Rendimento,30/04/2020,15/05/2020,"0,78"
HGLG11,Rendimento,29/05/2020,12/06/2020,"0,78"
HGLG11,Rendimento,30/06/2020,14/07/2020,"0,78"
HGLG11,Rendimento,31/07/2020,14/08/2020,"0,78"
HGLG11,Rendimento,31/08/2020,15/09/2020,"0,78"
HGLG11,Rendimento,30/09/2020,15/10/2020,"0,6"
HGLG11,Rendimento,30/10/2020,16/11/2020,"0,78"
HGLG11,Rendimento,30/11/2020,14/12/2020,"0,78"
HGLG11,Rendimento,30/12/2020,15/01/2021,"2,63"
HGLG11,Rendimento,29/01/2021,12/02/2021,"0,78"
RELG11,Rendimento,07/12/2020,14/12/2020,"0,41"
RELG11,Rendimento,08/01/2021,15/01/2021,"0,6"
